3,1,3712,train,3.3720526695251465,0.10856681317090988,0.10211608788949655,False
4,1,3712,train,3.396791934967041,0.11287715286016464,0.09966723046762156,False
5,1,3712,train,3.402594566345215,0.10883620381355286,0.09909284732960072,False
6,1,3712,train,3.410268783569336,0.1112607792019844,0.09833320214730906,False
7,1,3712,train,3.405785083770752,0.11099138110876083,0.09877702864470489,False
8,1,3712,train,3.4472763538360596,0.10371766984462738,0.09466994612517364,False
9,1,3712,train,3.376516580581665,0.10964439809322357,0.1016742202137153,False
2,1,3836,train,3.4237678050994873,0.10688216984272003,0.10023717980998267,False
0,1,3840,train,3.404149055480957,0.10598958283662796,0.1023506623776042,False
1,1,3840,train,3.3970110416412354,0.12057291716337204,0.1030815949947917,False
3,1,1000,test,3.4406697750091553,0.12099999934434891,0.10211608788949655,False
4,1,1000,test,3.3945257663726807,0.12200000137090683,0.09966723046762156,False
5,1,1000,test,3.429446220397949,0.11599999666213989,0.09909284732960072,False
6,1,1000,test,3.3742153644561768,0.10999999940395355,0.09833320214730906,False
7,1,1000,test,3.4302890300750732,0.11299999803304672,0.09877702864470489,False
8,1,1000,test,3.430467128753662,0.12300000339746475,0.09466994612517364,False
9,1,1000,test,3.448483467102051,0.11500000208616257,0.1016742202137153,False
2,1,1000,test,3.424532890319824,0.12999999523162842,0.10023717980998267,False
0,1,1000,test,3.4367589950561523,0.1120000034570694,0.1023506623776042,False
1,1,1000,test,3.4003005027770996,0.11500000208616257,0.1030815949947917,False
3,2,3712,train,3.1199615001678467,0.1484375,0.10082269931328125,False
4,2,3712,train,3.119786262512207,0.15894396603107452,0.1008400455046875,False
5,2,3712,train,3.149895429611206,0.15113146603107452,0.09785963941744792,False
6,2,3712,train,3.139218807220459,0.15193966031074524,0.09891648267916667,False
7,2,3712,train,3.1259500980377197,0.15409483015537262,0.10022990797213542,False
8,2,3712,train,3.192368984222412,0.14682112634181976,0.093655323825,False
9,2,3712,train,3.106114149093628,0.16379310190677643,0.10219340243828125,False
2,2,3836,train,3.1560912132263184,0.13764338195323944,0.1004948701859375,False
0,2,3840,train,3.1253926753997803,0.14479166269302368,0.10374319177343751,False
1,2,3840,train,3.149794578552246,0.14479166269302368,0.101244436890625,False
3,2,1000,test,3.1610944271087646,0.14399999380111694,0.10082269931328125,False
4,2,1000,test,3.115138530731201,0.16200000047683716,0.1008400455046875,False
5,2,1000,test,3.164228916168213,0.14499999582767487,0.09785963941744792,False
6,2,1000,test,3.114919424057007,0.1550000011920929,0.09891648267916667,False
7,2,1000,test,3.15802264213562,0.13099999725818634,0.10022990797213542,False
8,2,1000,test,3.164597988128662,0.15000000596046448,0.093655323825,False
9,2,1000,test,3.1658413410186768,0.1420000046491623,0.10219340243828125,False
2,2,1000,test,3.177259683609009,0.15299999713897705,0.1004948701859375,False
0,2,1000,test,3.164337396621704,0.14800000190734863,0.10374319177343751,False
1,2,1000,test,3.131009578704834,0.1550000011920929,0.101244436890625,False
3,3,3712,train,1.9956488609313965,0.27882543206214905,0.09952712168515628,False
4,3,3712,train,1.9902091026306152,0.28367456793785095,0.10006558522682293,False
5,3,3712,train,1.993192195892334,0.2823275923728943,0.0997702987684896,False
6,3,3712,train,2.0018439292907715,0.2869073152542114,0.0989138925184896,False
7,3,3712,train,2.0110983848571777,0.2766702473163605,0.09799782481015627,False
8,3,3712,train,2.014688491821289,0.27586206793785095,0.09764245208880211,False
9,3,3712,train,2.0004820823669434,0.27074354887008667,0.0990486972059896,False
2,3,3836,train,2.0046074390411377,0.27867570519447327,0.10193543952812502,False
0,3,3840,train,1.9928256273269653,0.2776041626930237,0.10324819051953127,False
1,3,3840,train,2.0064749717712402,0.2789062559604645,0.10185049764843752,False
3,3,1000,test,1.9986836910247803,0.2809999883174896,0.09952712168515628,False
4,3,1000,test,1.981798529624939,0.2750000059604645,0.10006558522682293,False
5,3,1000,test,2.0013492107391357,0.27799999713897705,0.0997702987684896,False
6,3,1000,test,2.00675630569458,0.2630000114440918,0.0989138925184896,False
7,3,1000,test,2.0053324699401855,0.2809999883174896,0.09799782481015627,False
8,3,1000,test,1.9985496997833252,0.28700000047683716,0.09764245208880211,False
9,3,1000,test,1.9875696897506714,0.3100000023841858,0.0990486972059896,False
2,3,1000,test,2.0101335048675537,0.2720000147819519,0.10193543952812502,False
0,3,1000,test,1.9974265098571777,0.2709999978542328,0.10324819051953127,False
1,3,1000,test,1.9933478832244873,0.2800000011920929,0.10185049764843752,False
3,4,3712,train,1.8551905155181885,0.3399784564971924,0.0995924793451389,False
4,4,3712,train,1.8428782224655151,0.34644395112991333,0.10081123219344619,False
5,4,3712,train,1.8573845624923706,0.3407866358757019,0.09937529794865453,False
6,4,3712,train,1.8597900867462158,0.33054956793785095,0.09913718312118057,False
7,4,3712,train,1.876945972442627,0.34994611144065857,0.09743897918237848,False
