8,1,3600,train,4.581998348236084,0.012222222052514553,0.09624907727050785,False
9,1,3600,train,4.595789432525635,0.014444444328546524,0.09492513317871099,False
7,1,3700,train,4.583447456359863,0.011891892179846764,0.09877968408203129,False
0,1,3800,train,4.581393718719482,0.014210525900125504,0.10165751735432947,False
1,1,3800,train,4.580792427062988,0.012894736602902412,0.10171844824218754,False
2,1,3800,train,4.599056243896484,0.013421053066849709,0.09986771480305993,False
3,1,3800,train,4.580005645751953,0.013421053066849709,0.1017981754150391,False
4,1,3800,train,4.581436634063721,0.015789473429322243,0.10165316859944665,False
5,1,3800,train,4.582394123077393,0.015789473429322243,0.10155614304606124,False
6,1,3800,train,4.580037593841553,0.013421053066849709,0.10179493800862634,False
8,1,1000,test,4.5827789306640625,0.014999999664723873,0.09624907727050785,False
9,1,1000,test,4.582417011260986,0.01600000075995922,0.09492513317871099,False
7,1,1000,test,4.585234642028809,0.014999999664723873,0.09877968408203129,False
0,1,1000,test,4.583620548248291,0.009999999776482582,0.10165751735432947,False
1,1,1000,test,4.5841593742370605,0.013000000268220901,0.10171844824218754,False
2,1,1000,test,4.584996700286865,0.00800000037997961,0.09986771480305993,False
3,1,1000,test,4.583734512329102,0.017000000923871994,0.1017981754150391,False
4,1,1000,test,4.581874370574951,0.009999999776482582,0.10165316859944665,False
5,1,1000,test,4.586528778076172,0.017000000923871994,0.10155614304606124,False
6,1,1000,test,4.577155113220215,0.019999999552965164,0.10179493800862634,False
8,2,3600,train,4.508242130279541,0.019999999552965164,0.09755795739746091,False
9,2,3600,train,4.606902122497559,0.008888889104127884,0.08808659814453122,False
7,2,3700,train,4.502614974975586,0.02405405417084694,0.10082311331515839,False
0,2,3800,train,4.506460666656494,0.021315788850188255,0.1031583655666775,False
1,2,3800,train,4.50460958480835,0.025263158604502678,0.1033459418606228,False
2,2,3800,train,4.6087164878845215,0.007105262950062752,0.09279644234890405,False
3,2,3800,train,4.497256755828857,0.02631578966975212,0.10409102853054468,False
4,2,3800,train,4.509920120239258,0.025263158604502678,0.10280780760362411,False
5,2,3800,train,4.503726482391357,0.027105262503027916,0.10343542957221134,False
6,2,3800,train,4.499168395996094,0.023947369307279587,0.10389731566026474,False
8,2,1000,test,4.4999518394470215,0.02500000037252903,0.09755795739746091,False
9,2,1000,test,4.504326820373535,0.02199999988079071,0.08808659814453122,False
7,2,1000,test,4.52126932144165,0.017999999225139618,0.10082311331515839,False
0,2,1000,test,4.505003929138184,0.02199999988079071,0.1031583655666775,False
1,2,1000,test,4.5097479820251465,0.019999999552965164,0.1033459418606228,False
2,2,1000,test,4.514657974243164,0.02199999988079071,0.09279644234890405,False
3,2,1000,test,4.497045993804932,0.028999999165534973,0.10409102853054468,False
4,2,1000,test,4.512615203857422,0.024000000208616257,0.10280780760362411,False
